,0,pp_tag,pp_descr,1
248,I heard the book with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: heard] [ARG1: the book with my ears] .,I-ARG1
250,I heard the sofa with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the sofa] [ARGM-MNR: with my ears] .,I-ARGM-MNR
260,I heard the coffeepot with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: heard] [ARG1: the coffeepot with my ears] .,I-ARG1
275,I heard the refrigerator with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the refrigerator] [ARGM-MNR: with my ears] .,I-ARGM-MNR
288,I heard the power outlet with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: heard] [ARG1: the power outlet with my ears] .,I-ARG1
289,I heard the teacup with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: heard] [ARG1: the teacup with my ears] .,I-ARG1
300,I tasted the baby bottle with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the baby bottle with my tongue] .,I-ARG1
301,I tasted the standing lamp with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the standing lamp with my tongue] .,I-ARG1
302,I tasted the refrigerator with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the refrigerator with my tongue] .,I-ARG1
303,I tasted the wooden chair with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the wooden chair with my tongue] .,I-ARG1
304,I tasted the orange juice box with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the orange juice box with my tongue] .,I-ARG1
305,I tasted the plush chair with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the plush chair with my tongue] .,I-ARG1
306,I tasted the toilet with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the toilet] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
307,I tasted the ornate mirror with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the ornate mirror with my tongue] .,I-ARG1
308,I tasted the telephone with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the telephone with my tongue] .,I-ARG1
310,I tasted the desk lamp with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the desk lamp] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
312,I tasted the knife with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the knife] [ARG2: with my tongue] .,I-ARG2
313,I tasted the power outlet with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the power outlet with my tongue] .,I-ARG1
314,I tasted the toothpaste with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the toothpaste with my tongue] .,I-ARG1
315,I tasted the iron with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the iron with my tongue] .,I-ARG1
316,I tasted the briefcase with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the briefcase] [ARG2: with my tongue] .,I-ARG2
317,I tasted the book with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the book with my tongue] .,I-ARG1
319,I tasted the toothbrush with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the toothbrush with my tongue] .,I-ARG1
321,I tasted the teapot with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the teapot with my tongue] .,I-ARG1
322,I tasted the milk jug with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the milk jug with my tongue] .,I-ARG1
324,I tasted the tape dispenser with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the tape dispenser with my tongue] .,I-ARG1
326,I tasted the dresser with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the dresser with my tongue] .,I-ARG1
328,I tasted the stapler with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the stapler with my tongue] .,I-ARG1
335,I tasted the rolling office chair with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the rolling office chair with my tongue] .,I-ARG1
337,I tasted the bathtub with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the bathtub] [ARG2: with my tongue] .,I-ARG2
338,I tasted the bathroom sink with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the bathroom sink with my tongue] .,I-ARG1
339,I tasted the umbrella with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the umbrella with my tongue] .,I-ARG1
340,I tasted the stove with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the stove with my tongue] .,I-ARG1
345,I tasted the footstool with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the footstool with my tongue] .,I-ARG1
354,I tasted the clothespin with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the clothespin with my tongue] .,I-ARG1
362,I tasted the coffeepot with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the coffeepot with my tongue] .,I-ARG1
364,I tasted the pliers with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the pliers with my tongue] .,I-ARG1
365,I tasted the soap dispenser with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the soap dispenser with my tongue] .,I-ARG1
367,I tasted the shoe with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the shoe] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
373,I tasted the fork with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the fork] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
375,I tasted the spoon with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the spoon with my tongue] .,I-ARG1
391,I tasted the coffee table with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the coffee table with my tongue] .,I-ARG1
393,I tasted the sofa with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the sofa] [ARG2: with my tongue] .,I-ARG2
394,I tasted the teacup with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: tasted] [ARG1: the teacup with my tongue] .,I-ARG1
