,0,pp_tag,pp_descr,1
220,I heard the knife with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: heard] [ARG1: the knife with my ears] .,I-ARG1
221,I heard the footstool with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the footstool] [ARGM-MNR: with my ears] .,I-ARGM-MNR
224,I heard the clothespin with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the clothespin] [ARGM-MNR: with my ears] .,I-ARGM-MNR
227,I heard the orange juice box with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the orange juice box] [ARGM-MNR: with my ears] .,I-ARGM-MNR
228,I heard the standing lamp with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the standing lamp] [ARGM-MNR: with my ears] .,I-ARGM-MNR
230,I heard the milk jug with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the milk jug] [ARGM-MNR: with my ears] .,I-ARGM-MNR
231,I heard the rolling office chair with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the rolling office chair] [ARGM-MNR: with my ears] .,I-ARGM-MNR
232,I heard the hammer with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the hammer] [ARGM-MNR: with my ears] .,I-ARGM-MNR
235,I heard the kitchen table with my ears.,"['B-ARG0', 'B-V', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG2: the kitchen table] [ARGM-MNR: with my ears] .,I-ARGM-MNR
237,I heard the telephone with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the telephone] [ARGM-MNR: with my ears] .,I-ARGM-MNR
238,I heard the stapler with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: heard] [ARG1: the stapler with my ears] .,I-ARG1
239,I heard the toilet with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the toilet] [ARGM-MNR: with my ears] .,I-ARGM-MNR
240,I heard the umbrella with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: heard] [ARG1: the umbrella with my ears] .,I-ARG1
241,I heard the tape dispenser with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: heard] [ARG1: the tape dispenser with my ears] .,I-ARG1
248,I heard the book with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the book] [ARGM-MNR: with my ears] .,I-ARGM-MNR
250,I heard the sofa with my ears.,"['B-ARG0', 'B-V', 'B-ARG2', 'I-ARG2', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG2: the sofa] [ARGM-MNR: with my ears] .,I-ARGM-MNR
260,I heard the coffeepot with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the coffeepot] [ARGM-MNR: with my ears] .,I-ARGM-MNR
275,I heard the refrigerator with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the refrigerator] [ARGM-MNR: with my ears] .,I-ARGM-MNR
288,I heard the power outlet with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the power outlet] [ARGM-MNR: with my ears] .,I-ARGM-MNR
289,I heard the teacup with my ears.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: heard] [ARG1: the teacup] [ARGM-MNR: with my ears] .,I-ARGM-MNR
300,I tasted the baby bottle with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the baby bottle] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
301,I tasted the standing lamp with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the standing lamp] [ARG2: with my tongue] .,I-ARG2
302,I tasted the refrigerator with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the refrigerator] [ARG2: with my tongue] .,I-ARG2
303,I tasted the wooden chair with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the wooden chair] [ARG2: with my tongue] .,I-ARG2
304,I tasted the orange juice box with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the orange juice box] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
305,I tasted the plush chair with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the plush chair] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
306,I tasted the toilet with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the toilet] [ARG2: with my tongue] .,I-ARG2
307,I tasted the ornate mirror with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the ornate mirror] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
308,I tasted the telephone with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the telephone] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
310,I tasted the desk lamp with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the desk lamp] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
312,I tasted the knife with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the knife] [ARG2: with my tongue] .,I-ARG2
313,I tasted the power outlet with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the power outlet] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
314,I tasted the toothpaste with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the toothpaste] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
315,I tasted the iron with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the iron] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
316,I tasted the briefcase with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the briefcase] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
317,I tasted the book with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the book] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
319,I tasted the toothbrush with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the toothbrush] [ARG2: with my tongue] .,I-ARG2
321,I tasted the teapot with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the teapot] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
322,I tasted the milk jug with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the milk jug] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
324,I tasted the tape dispenser with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the tape dispenser] [ARG2: with my tongue] .,I-ARG2
326,I tasted the dresser with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the dresser] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
328,I tasted the stapler with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the stapler] [ARG2: with my tongue] .,I-ARG2
335,I tasted the rolling office chair with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the rolling office chair] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
337,I tasted the bathtub with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the bathtub] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
338,I tasted the bathroom sink with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the bathroom sink] [ARG2: with my tongue] .,I-ARG2
339,I tasted the umbrella with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the umbrella] [ARG2: with my tongue] .,I-ARG2
340,I tasted the stove with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the stove] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
345,I tasted the footstool with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the footstool] [ARG2: with my tongue] .,I-ARG2
354,I tasted the clothespin with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the clothespin] [ARG2: with my tongue] .,I-ARG2
362,I tasted the coffeepot with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the coffeepot] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
364,I tasted the pliers with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the pliers] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
365,I tasted the soap dispenser with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the soap dispenser] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
367,I tasted the shoe with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the shoe] [ARG2: with my tongue] .,I-ARG2
373,I tasted the fork with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARG2', 'I-ARG2', 'I-ARG2', 'O']",[ARG0: I] [V: tasted] [ARG1: the fork] [ARG2: with my tongue] .,I-ARG2
375,I tasted the spoon with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the spoon] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
391,I tasted the coffee table with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the coffee table] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
393,I tasted the sofa with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the sofa] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
394,I tasted the teacup with my tongue.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: I] [V: tasted] [ARG1: the teacup] [ARGM-MNR: with my tongue] .,I-ARGM-MNR
