,original,switched,tags_original,descr_original,tags_switched,descr_switched,final-1_arg_original,first_arg_switch,orginal_switched_match
49,I wont eat that flageolet.,"That flageolet, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that flageolet] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That flageolet] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
50,I wont eat that gigot.,"That gigot, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that gigot] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That gigot] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
51,I wont eat that gateau.,"That gateau, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that gateau] .,"['B-ARGM-ADV', 'I-ARGM-ADV', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARGM-ADV: That gateau] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARGM-ADV,False
52,I wont eat that sapote.,"That sapote, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that sapote] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That sapote] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
53,I wont eat that mozzarella.,"That mozzarella, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that mozzarella] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That mozzarella] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
54,I wont eat that sprinkles.,"That sprinkles, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that sprinkles] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That sprinkles] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
55,I wont eat that polenta.,"That polenta, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that polenta] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That polenta] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
56,I wont eat that rugulah.,"That rugulah, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that rugulah] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That rugulah] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
57,I wont eat that amarelle.,"That amarelle, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that amarelle] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That amarelle] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
58,I wont eat that chapatti.,"That chapatti, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that chapatti] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That chapatti] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
59,I wont eat that eclair.,"That eclair, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that eclair] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That eclair] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
60,I wont eat that baguette.,"That baguette, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that baguette] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That baguette] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
61,I wont eat that tater.,"That tater, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that tater] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That tater] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
62,I wont eat that pulse.,"That pulse, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that pulse] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That pulse] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
63,I wont eat that kingfish.,"That kingfish, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that kingfish] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That kingfish] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
64,I wont eat that blackberry.,"That blackberry, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that blackberry] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That blackberry] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
65,I wont eat that ilama.,"That ilama, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that ilama] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That ilama] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
66,I wont eat that truffle.,"That truffle, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that truffle] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That truffle] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
67,I wont eat that mcintosh.,"That mcintosh, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that mcintosh] .,"['B-ARGM-DIS', 'I-ARGM-DIS', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARGM-DIS: That mcintosh] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARGM-DIS,False
68,I wont eat that litchi.,"That litchi, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that litchi] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That litchi] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
69,I wont eat that frijole.,"That frijole, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that frijole] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That frijole] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
70,I wont eat that sorrel.,"That sorrel, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that sorrel] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That sorrel] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
71,I wont eat that papaw.,"That papaw, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that papaw] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That papaw] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
72,I wont eat that grouse.,"That grouse, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that grouse] .,"['O', 'O', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","That grouse , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,O,False
73,I wont eat that mackerel.,"That mackerel, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that mackerel] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That mackerel] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
74,I wont eat that kiss.,"That kiss, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that kiss] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That kiss] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
75,I wont eat that blade.,"That blade, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that blade] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That blade] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
76,I wont eat that pablum.,"That pablum, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that pablum] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That pablum] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
77,I wont eat that sucker.,"That sucker, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that sucker] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That sucker] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
78,I wont eat that liverwurst.,"That liverwurst, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that liverwurst] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That liverwurst] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
79,I wont eat that twinkie.,"That twinkie, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that twinkie] .,"['B-ARGM-DIS', 'I-ARGM-DIS', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARGM-DIS: That twinkie] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARGM-DIS,False
80,I wont eat that cohoe.,"That cohoe, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that cohoe] .,"['B-ARGM-DIS', 'I-ARGM-DIS', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARGM-DIS: That cohoe] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARGM-DIS,False
81,I wont eat that oyster.,"That oyster, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that oyster] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That oyster] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
82,I wont eat that scallop.,"That scallop, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that scallop] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That scallop] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
83,I wont eat that cling.,"That cling, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that cling] .,"['B-ARGM-ADV', 'I-ARGM-ADV', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARGM-ADV: That cling] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARGM-ADV,False
84,I wont eat that mussel.,"That mussel, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that mussel] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That mussel] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
85,I wont eat that avocado.,"That avocado, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that avocado] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That avocado] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
86,I wont eat that green.,"That green, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that green] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That green] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
87,I wont eat that seafood.,"That seafood, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that seafood] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That seafood] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
88,I wont eat that courgette.,"That courgette, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that courgette] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That courgette] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
89,I wont eat that pomegranate.,"That pomegranate, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that pomegranate] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That pomegranate] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
90,I wont eat that milt.,"That milt, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that milt] .,"['B-ARGM-ADV', 'I-ARGM-ADV', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARGM-ADV: That milt] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARGM-ADV,False
91,I wont eat that linguica.,"That linguica, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that linguica] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That linguica] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
92,I wont eat that confit.,"That confit, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that confit] .,"['B-ARGM-DIS', 'I-ARGM-DIS', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARGM-DIS: That confit] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARGM-DIS,False
93,I wont eat that scallion.,"That scallion, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that scallion] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That scallion] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
94,I wont eat that breadstuff.,"That breadstuff, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that breadstuff] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That breadstuff] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
95,I wont eat that crouton.,"That crouton, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that crouton] .,"['B-ARGM-DIS', 'I-ARGM-DIS', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARGM-DIS: That crouton] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARGM-DIS,False
96,I wont eat that jerk.,"That jerk, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that jerk] .,"['B-ARGM-DIS', 'I-ARGM-DIS', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARGM-DIS: That jerk] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARGM-DIS,False
97,I wont eat that eater.,"That eater, I wont eat.","['B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] [ARG1: that eater] .,"['B-ARG1', 'I-ARG1', 'O', 'B-ARG0', 'B-ARGM-MOD', 'B-ARGM-NEG', 'B-V', 'O']","[ARG1: That eater] , [ARG0: I] [ARGM-MOD: wo] [ARGM-NEG: nt] [V: eat] .",ARG1,ARG1,True
