,0,active,tags_act,descr_act,tags_pass,descr_pass,first_tag_act,final_min_one_pass,arg0_match
83,Alfred is shot by Marie.,Marie shoots Alfred.,"['B-ARG0', 'B-V', 'B-ARG2', 'O']",[ARG0: Marie] [V: shoots] [ARG2: Alfred] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Alfred] is [V: shot] [ARG0: by Marie] .,ARG0,ARG0,True
84,Ruth is shot by Dan.,Dan shoots Ruth.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Dan] [V: shoots] [ARG1: Ruth] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ruth] is [V: shot] [ARG0: by Dan] .,ARG0,ARG0,True
85,Marie is shot by Bobby.,Bobby shoots Marie.,"['B-ARG0', 'B-V', 'B-ARG2', 'O']",[ARG0: Bobby] [V: shoots] [ARG2: Marie] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Marie] is [V: shot] [ARG0: by Bobby] .,ARG0,ARG0,True
86,Carl is shot by Katie.,Katie shoots Carl.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Katie] [V: shoots] [ARG1: Carl] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Carl] is [V: shot] [ARG0: by Katie] .,ARG0,ARG0,True
87,Benjamin is shot by Edwin.,Edwin shoots Benjamin.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Edwin] [V: shoots] [ARG1: Benjamin] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Benjamin] is [V: shot] [ARG0: by Edwin] .,ARG0,ARG0,True
88,Ron is shot by Deborah.,Deborah shoots Ron.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Deborah] [V: shoots] [ARG1: Ron] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ron] is [V: shot] [ARG0: by Deborah] .,ARG0,ARG0,True
89,Katie is shot by David.,David shoots Katie.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: David] [V: shoots] [ARG1: Katie] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Katie] is [V: shot] [ARG0: by David] .,ARG0,ARG0,True
90,Roy is shot by Jessica.,Jessica shoots Roy.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Jessica] [V: shoots] [ARG1: Roy] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Roy] is [V: shot] [ARG0: by Jessica] .,ARG0,ARG0,True
91,Marie is shot by Rachel.,Rachel shoots Marie.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Rachel] [V: shoots] [ARG1: Marie] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Marie] is [V: shot] [ARG0: by Rachel] .,ARG0,ARG0,True
92,Christopher is shot by Janet.,Janet shoots Christopher.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Janet] [V: shoots] [ARG1: Christopher] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Christopher] is [V: shot] [ARG0: by Janet] .,ARG0,ARG0,True
93,Sandra is shot by Judy.,Judy shoots Sandra.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Judy] [V: shoots] [ARG1: Sandra] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Sandra] is [V: shot] [ARG0: by Judy] .,ARG0,ARG0,True
94,Ken is shot by Larry.,Larry shoots Ken.,"['B-ARG1', 'B-V', 'B-ARG2', 'O']",[ARG1: Larry] [V: shoots] [ARG2: Ken] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ken] is [V: shot] [ARG0: by Larry] .,ARG1,ARG0,False
95,Tom is shot by Susan.,Susan shoots Tom.,"['B-ARG0', 'B-V', 'B-ARGM-TMP', 'O']",[ARG0: Susan] [V: shoots] [ARGM-TMP: Tom] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Tom] is [V: shot] [ARG0: by Susan] .,ARG0,ARG0,True
96,Charles is shot by Eleanor.,Eleanor shoots Charles.,"['B-ARG0', 'B-V', 'B-ARGM-TMP', 'O']",[ARG0: Eleanor] [V: shoots] [ARGM-TMP: Charles] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Charles] is [V: shot] [ARG0: by Eleanor] .,ARG0,ARG0,True
97,Jeff is shot by Jennifer.,Jennifer shoots Jeff.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Jennifer] [V: shoots] [ARG1: Jeff] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Jeff] is [V: shot] [ARG0: by Jennifer] .,ARG0,ARG0,True
98,Angela is shot by Kenneth.,Kenneth shoots Angela.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Kenneth] [V: shoots] [ARG1: Angela] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Angela] is [V: shot] [ARG0: by Kenneth] .,ARG0,ARG0,True
