,0,active,tags_act,descr_act,tags_pass,descr_pass,first_tag_act,final_min_one_pass,arg0_match
60,Heather is not shot by Victoria.,Victoria does not shoot Heather.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Victoria] does [ARGM-NEG: not] [V: shoot] [ARG1: Heather] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Heather] is [ARGM-NEG: not] [V: shot] [ARG0: by Victoria] .,ARG0,ARG0,True
61,Ray is not shot by Mark.,Mark does not shoot Ray.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Mark] does [ARGM-NEG: not] [V: shoot] [ARG1: Ray] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ray] is [ARGM-NEG: not] [V: shot] [ARG0: by Mark] .,ARG0,ARG0,True
62,Fiona is not shot by Evelyn.,Evelyn does not shoot Fiona.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Evelyn] does [ARGM-NEG: not] [V: shoot] [ARG1: Fiona] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Fiona] is [ARGM-NEG: not] [V: shot] [ARG0: by Evelyn] .,ARG0,ARG0,True
63,Anna is not shot by Kelly.,Kelly does not shoot Anna.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'I-ARG1']",[ARG0: Kelly] does [ARGM-NEG: not] [V: shoot] [ARG1: Anna .],"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Anna] is [ARGM-NEG: not] [V: shot] [ARG0: by Kelly] .,ARG0,ARG0,True
64,Barbara is not shot by George.,George does not shoot Barbara.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: George] does [ARGM-NEG: not] [V: shoot] [ARG1: Barbara] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Barbara] is [ARGM-NEG: not] [V: shot] [ARG0: by George] .,ARG0,ARG0,True
65,Ann is not shot by Walter.,Walter does not shoot Ann.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Walter] does [ARGM-NEG: not] [V: shoot] [ARG1: Ann] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ann] is [ARGM-NEG: not] [V: shot] [ARG0: by Walter] .,ARG0,ARG0,True
66,Deborah is not shot by Michelle.,Michelle does not shoot Deborah.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Michelle] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Deborah] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Deborah] is [ARGM-NEG: not] [V: shot] [ARG0: by Michelle] .,ARG0,ARG0,True
67,Kathryn is not shot by Nick.,Nick does not shoot Kathryn.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Nick] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Kathryn] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kathryn] is [ARGM-NEG: not] [V: shot] [ARG0: by Nick] .,ARG0,ARG0,True
68,Diana is not shot by Ashley.,Ashley does not shoot Diana.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Ashley] does [ARGM-NEG: not] [V: shoot] [ARG1: Diana] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Diana] is [ARGM-NEG: not] [V: shot] [ARG0: by Ashley] .,ARG0,ARG0,True
69,Richard is not shot by Tony.,Tony does not shoot Richard.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Tony] does [ARGM-NEG: not] [V: shoot] [ARG1: Richard] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Richard] is [ARGM-NEG: not] [V: shot] [ARG0: by Tony] .,ARG0,ARG0,True
70,Tim is not shot by Katherine.,Katherine does not shoot Tim.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Katherine] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Tim] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Tim] is [ARGM-NEG: not] [V: shot] [ARG0: by Katherine] .,ARG0,ARG0,True
71,Robin is not shot by Scott.,Scott does not shoot Robin.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Scott] does [ARGM-NEG: not] [V: shoot] [ARG1: Robin] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Robin] is [ARGM-NEG: not] [V: shot] [ARG0: by Scott] .,ARG0,ARG0,True
72,Colin is not shot by Wendy.,Wendy does not shoot Colin.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Wendy] does [ARGM-NEG: not] [V: shoot] [ARG1: Colin] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Colin] is [ARGM-NEG: not] [V: shot] [ARG0: by Wendy] .,ARG0,ARG0,True
73,Kenneth is not shot by Melissa.,Melissa does not shoot Kenneth.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG2', 'O']",[ARG0: Melissa] does [ARGM-NEG: not] [V: shoot] [ARG2: Kenneth] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kenneth] is [ARGM-NEG: not] [V: shot] [ARG0: by Melissa] .,ARG0,ARG0,True
74,Anna is not shot by Francis.,Francis does not shoot Anna.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Francis] does [ARGM-NEG: not] [V: shoot] [ARG1: Anna] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Anna] is [ARGM-NEG: not] [V: shot] [ARG0: by Francis] .,ARG0,ARG0,True
75,Howard is not shot by Billy.,Billy does not shoot Howard.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Billy] does [ARGM-NEG: not] [V: shoot] [ARG1: Howard] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Howard] is [ARGM-NEG: not] [V: shot] [ARG0: by Billy] .,ARG0,ARG0,True
76,Maria is not shot by Robert.,Robert does not shoot Maria.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Robert] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Maria] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Maria] is [ARGM-NEG: not] [V: shot] [ARG0: by Robert] .,ARG0,ARG0,True
77,Martin is not shot by Ed.,Ed does not shoot Martin.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Ed] does [ARGM-NEG: not] [V: shoot] [ARG1: Martin] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Martin] is [ARGM-NEG: not] [V: shot] [ARG0: by Ed] .,ARG0,ARG0,True
78,Maria is not shot by Nick.,Nick does not shoot Maria.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Nick] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Maria] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Maria] is [ARGM-NEG: not] [V: shot] [ARG0: by Nick] .,ARG0,ARG0,True
79,Florence is not shot by Ann.,Ann does not shoot Florence.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Ann] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Florence] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Florence] is [ARGM-NEG: not] [V: shot] [ARG0: by Ann] .,ARG0,ARG0,True
80,Harriet is not shot by Carol.,Carol does not shoot Harriet.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Carol] does [ARGM-NEG: not] [V: shoot] [ARG1: Harriet] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Harriet] is [ARGM-NEG: not] [V: shot] [ARG0: by Carol] .,ARG0,ARG0,True
81,Samuel is not shot by Bill.,Bill does not shoot Samuel.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Bill] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Samuel] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Samuel] is [ARGM-NEG: not] [V: shot] [ARG0: by Bill] .,ARG0,ARG0,True
82,Helen is not shot by Philip.,Philip does not shoot Helen.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Philip] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Helen] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Helen] is [ARGM-NEG: not] [V: shot] [ARG0: by Philip] .,ARG0,ARG0,True
83,Angela is not shot by Annie.,Annie does not shoot Angela.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Annie] does [ARGM-NEG: not] [V: shoot] [ARG1: Angela] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Angela] is [ARGM-NEG: not] [V: shot] [ARG0: by Annie] .,ARG0,ARG0,True
84,Alice is not shot by Lauren.,Lauren does not shoot Alice.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Lauren] does [ARGM-NEG: not] [V: shoot] [ARG1: Alice] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Alice] is [ARGM-NEG: not] [V: shot] [ARG0: by Lauren] .,ARG0,ARG0,True
85,Jason is not shot by Joseph.,Joseph does not shoot Jason.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Joseph] does [ARGM-NEG: not] [V: shoot] [ARG1: Jason] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Jason] is [ARGM-NEG: not] [V: shot] [ARG0: by Joseph] .,ARG0,ARG0,True
86,Ben is not shot by Nancy.,Nancy does not shoot Ben.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Nancy] does [ARGM-NEG: not] [V: shoot] [ARG1: Ben] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ben] is [ARGM-NEG: not] [V: shot] [ARG0: by Nancy] .,ARG0,ARG0,True
87,Alison is not shot by Walter.,Walter does not shoot Alison.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Walter] does [ARGM-NEG: not] [V: shoot] [ARG1: Alison] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Alison] is [ARGM-NEG: not] [V: shot] [ARG0: by Walter] .,ARG0,ARG0,True
88,Lauren is not shot by Christopher.,Christopher does not shoot Lauren.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Christopher] does [ARGM-NEG: not] [V: shoot] [ARG1: Lauren] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Lauren] is [ARGM-NEG: not] [V: shot] [ARG0: by Christopher] .,ARG0,ARG0,True
89,Samuel is not shot by Adam.,Adam does not shoot Samuel.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Adam] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Samuel] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Samuel] is [ARGM-NEG: not] [V: shot] [ARG0: by Adam] .,ARG0,ARG0,True
90,Alice is not shot by Marie.,Marie does not shoot Alice.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Marie] does [ARGM-NEG: not] [V: shoot] [ARG1: Alice] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Alice] is [ARGM-NEG: not] [V: shot] [ARG0: by Marie] .,ARG0,ARG0,True
91,Janet is not shot by Michelle.,Michelle does not shoot Janet.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Michelle] does [ARGM-NEG: not] [V: shoot] [ARG1: Janet] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Janet] is [ARGM-NEG: not] [V: shot] [ARG0: by Michelle] .,ARG0,ARG0,True
92,Carol is not shot by Hugh.,Hugh does not shoot Carol.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Hugh] does [ARGM-NEG: not] [V: shoot] [ARG1: Carol] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Carol] is [ARGM-NEG: not] [V: shot] [ARG0: by Hugh] .,ARG0,ARG0,True
93,Louise is not shot by James.,James does not shoot Louise.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-MNR', 'O']",[ARG0: James] does [ARGM-NEG: not] [V: shoot] [ARGM-MNR: Louise] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Louise] is [ARGM-NEG: not] [V: shot] [ARG0: by James] .,ARG0,ARG0,True
94,Sally is not shot by Kathryn.,Kathryn does not shoot Sally.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG2', 'O']",[ARG0: Kathryn] does [ARGM-NEG: not] [V: shoot] [ARG2: Sally] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Sally] is [ARGM-NEG: not] [V: shot] [ARG0: by Kathryn] .,ARG0,ARG0,True
95,Judith is not shot by Alex.,Alex does not shoot Judith.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Alex] does [ARGM-NEG: not] [V: shoot] [ARG1: Judith] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Judith] is [ARGM-NEG: not] [V: shot] [ARG0: by Alex] .,ARG0,ARG0,True
96,Elizabeth is not shot by James.,James does not shoot Elizabeth.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: James] does [ARGM-NEG: not] [V: shoot] [ARG1: Elizabeth] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Elizabeth] is [ARGM-NEG: not] [V: shot] [ARG0: by James] .,ARG0,ARG0,True
97,Mark is not shot by Ron.,Ron does not shoot Mark.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Ron] does [ARGM-NEG: not] [V: shoot] [ARG1: Mark] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-TMP', 'I-ARGM-TMP', 'O']",[ARG1: Mark] is [ARGM-NEG: not] [V: shot] [ARGM-TMP: by Ron] .,ARG0,ARGM-TMP,False
98,Simon is not shot by Matthew.,Matthew does not shoot Simon.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Matthew] does [ARGM-NEG: not] [V: shoot] [ARG1: Simon] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Simon] is [ARGM-NEG: not] [V: shot] [ARG0: by Matthew] .,ARG0,ARG0,True
99,Florence is not shot by Catherine.,Catherine does not shoot Florence.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Catherine] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Florence] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Florence] is [ARGM-NEG: not] [V: shot] [ARG0: by Catherine] .,ARG0,ARG0,True
