,0,active,tags_act,descr_act,tags_pass,descr_pass,first_tag_act,final_min_one_pass,arg0_match
60,Harry is not shot by Ryan.,Ryan does not shoot Harry.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Ryan] does [ARGM-NEG: not] [V: shoot] [ARG1: Harry] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Harry] is [ARGM-NEG: not] [V: shot] [ARG0: by Ryan] .,ARG0,ARG0,True
61,Sarah is not shot by Carl.,Carl does not shoot Sarah.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Carl] does [ARGM-NEG: not] [V: shoot] [ARG1: Sarah] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Sarah] is [ARGM-NEG: not] [V: shot] [ARG0: by Carl] .,ARG0,ARG0,True
62,Larry is not shot by Harold.,Harold does not shoot Larry.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Harold] does [ARGM-NEG: not] [V: shoot] [ARG1: Larry] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Larry] is [ARGM-NEG: not] [V: shot] [ARG0: by Harold] .,ARG0,ARG0,True
63,Harold is not shot by Ashley.,Ashley does not shoot Harold.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Ashley] does [ARGM-NEG: not] [V: shoot] [ARG1: Harold] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Harold] is [ARGM-NEG: not] [V: shot] [ARG0: by Ashley] .,ARG0,ARG0,True
64,Larry is not shot by Jack.,Jack does not shoot Larry.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Jack] does [ARGM-NEG: not] [V: shoot] [ARG1: Larry] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Larry] is [ARGM-NEG: not] [V: shot] [ARG0: by Jack] .,ARG0,ARG0,True
65,Dan is not shot by Jimmy.,Jimmy does not shoot Dan.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-DIS', 'O']",[ARG0: Jimmy] does [ARGM-NEG: not] [V: shoot] [ARGM-DIS: Dan] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Dan] is [ARGM-NEG: not] [V: shot] [ARG0: by Jimmy] .,ARG0,ARG0,True
66,Harriet is not shot by Lauren.,Lauren does not shoot Harriet.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Lauren] does [ARGM-NEG: not] [V: shoot] [ARG1: Harriet] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Harriet] is [ARGM-NEG: not] [V: shot] [ARG0: by Lauren] .,ARG0,ARG0,True
67,Anthony is not shot by Steven.,Steven does not shoot Anthony.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Steven] does [ARGM-NEG: not] [V: shoot] [ARG1: Anthony] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Anthony] is [ARGM-NEG: not] [V: shot] [ARG0: by Steven] .,ARG0,ARG0,True
68,Brian is not shot by Simon.,Simon does not shoot Brian.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Simon] does [ARGM-NEG: not] [V: shoot] [ARG1: Brian] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Brian] is [ARGM-NEG: not] [V: shot] [ARG0: by Simon] .,ARG0,ARG0,True
69,Kenneth is not shot by Kathy.,Kathy does not shoot Kenneth.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Kathy] does [ARGM-NEG: not] [V: shoot] [ARG1: Kenneth] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kenneth] is [ARGM-NEG: not] [V: shot] [ARG0: by Kathy] .,ARG0,ARG0,True
70,Matthew is not shot by Ron.,Ron does not shoot Matthew.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Ron] does [ARGM-NEG: not] [V: shoot] [ARG1: Matthew] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Matthew] is [ARGM-NEG: not] [V: shot] [ARG0: by Ron] .,ARG0,ARG0,True
71,Charlotte is not shot by Edwin.,Edwin does not shoot Charlotte.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Edwin] does [ARGM-NEG: not] [V: shoot] [ARG1: Charlotte] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Charlotte] is [ARGM-NEG: not] [V: shot] [ARG0: by Edwin] .,ARG0,ARG0,True
72,Marilyn is not shot by Mary.,Mary does not shoot Marilyn.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Mary] does [ARGM-NEG: not] [V: shoot] [ARG1: Marilyn] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Marilyn] is [ARGM-NEG: not] [V: shot] [ARG0: by Mary] .,ARG0,ARG0,True
73,Alex is not shot by Christine.,Christine does not shoot Alex.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Christine] does [ARGM-NEG: not] [V: shoot] [ARG1: Alex] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Alex] is [ARGM-NEG: not] [V: shot] [ARG0: by Christine] .,ARG0,ARG0,True
74,Henry is not shot by Martha.,Martha does not shoot Henry.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Martha] does [ARGM-NEG: not] [V: shoot] [ARG1: Henry] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Henry] is [ARGM-NEG: not] [V: shot] [ARG0: by Martha] .,ARG0,ARG0,True
75,Julia is not shot by Katie.,Katie does not shoot Julia.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Katie] does [ARGM-NEG: not] [V: shoot] [ARG1: Julia] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Julia] is [ARGM-NEG: not] [V: shot] [ARG0: by Katie] .,ARG0,ARG0,True
76,Rachel is not shot by Amy.,Amy does not shoot Rachel.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Amy] does [ARGM-NEG: not] [V: shoot] [ARG1: Rachel] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Rachel] is [ARGM-NEG: not] [V: shot] [ARG0: by Amy] .,ARG0,ARG0,True
77,Ralph is not shot by Wendy.,Wendy does not shoot Ralph.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Wendy] does [ARGM-NEG: not] [V: shoot] [ARG1: Ralph] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ralph] is [ARGM-NEG: not] [V: shot] [ARG0: by Wendy] .,ARG0,ARG0,True
78,Donna is not shot by Jason.,Jason does not shoot Donna.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Jason] does [ARGM-NEG: not] [V: shoot] [ARG1: Donna] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Donna] is [ARGM-NEG: not] [V: shot] [ARG0: by Jason] .,ARG0,ARG0,True
79,Anthony is not shot by Annie.,Annie does not shoot Anthony.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Annie] does [ARGM-NEG: not] [V: shoot] [ARG1: Anthony] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Anthony] is [ARGM-NEG: not] [V: shot] [ARG0: by Annie] .,ARG0,ARG0,True
80,Anna is not shot by Patrick.,Patrick does not shoot Anna.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Patrick] does [ARGM-NEG: not] [V: shoot] [ARG1: Anna] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Anna] is [ARGM-NEG: not] [V: shot] [ARG0: by Patrick] .,ARG0,ARG0,True
81,Ann is not shot by Paul.,Paul does not shoot Ann.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Paul] does [ARGM-NEG: not] [V: shoot] [ARG1: Ann] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ann] is [ARGM-NEG: not] [V: shot] [ARG0: by Paul] .,ARG0,ARG0,True
82,Harold is not shot by Dick.,Dick does not shoot Harold.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Dick] does [ARGM-NEG: not] [V: shoot] [ARG1: Harold] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Harold] is [ARGM-NEG: not] [V: shot] [ARG0: by Dick] .,ARG0,ARG0,True
83,Marie is not shot by Jerry.,Jerry does not shoot Marie.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Jerry] does [ARGM-NEG: not] [V: shoot] [ARG1: Marie] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Marie] is [ARGM-NEG: not] [V: shot] [ARG0: by Jerry] .,ARG0,ARG0,True
84,Harold is not shot by Julie.,Julie does not shoot Harold.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Julie] does [ARGM-NEG: not] [V: shoot] [ARG1: Harold] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Harold] is [ARGM-NEG: not] [V: shot] [ARG0: by Julie] .,ARG0,ARG0,True
85,Steve is not shot by Barbara.,Barbara does not shoot Steve.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Barbara] does [ARGM-NEG: not] [V: shoot] [ARG1: Steve] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Steve] is [ARGM-NEG: not] [V: shot] [ARG0: by Barbara] .,ARG0,ARG0,True
86,Elizabeth is not shot by Andrew.,Andrew does not shoot Elizabeth.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Andrew] does [ARGM-NEG: not] [V: shoot] [ARG1: Elizabeth] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Elizabeth] is [ARGM-NEG: not] [V: shot] [ARG0: by Andrew] .,ARG0,ARG0,True
87,Nicole is not shot by Thomas.,Thomas does not shoot Nicole.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Thomas] does [ARGM-NEG: not] [V: shoot] [ARG1: Nicole] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Nicole] is [ARGM-NEG: not] [V: shot] [ARG0: by Thomas] .,ARG0,ARG0,True
88,Sara is not shot by Alison.,Alison does not shoot Sara.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Alison] does [ARGM-NEG: not] [V: shoot] [ARG1: Sara] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Sara] is [ARGM-NEG: not] [V: shot] [ARG0: by Alison] .,ARG0,ARG0,True
89,Ellen is not shot by Amy.,Amy does not shoot Ellen.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Amy] does [ARGM-NEG: not] [V: shoot] [ARG1: Ellen] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ellen] is [ARGM-NEG: not] [V: shot] [ARG0: by Amy] .,ARG0,ARG0,True
90,Christine is not shot by Kim.,Kim does not shoot Christine.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Kim] does [ARGM-NEG: not] [V: shoot] [ARG1: Christine] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Christine] is [ARGM-NEG: not] [V: shot] [ARG0: by Kim] .,ARG0,ARG0,True
91,Alex is not shot by Richard.,Richard does not shoot Alex.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Richard] does [ARGM-NEG: not] [V: shoot] [ARG1: Alex] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Alex] is [ARGM-NEG: not] [V: shot] [ARG0: by Richard] .,ARG0,ARG0,True
92,Charlotte is not shot by Joe.,Joe does not shoot Charlotte.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Joe] does [ARGM-NEG: not] [V: shoot] [ARG1: Charlotte] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Charlotte] is [ARGM-NEG: not] [V: shot] [ARG0: by Joe] .,ARG0,ARG0,True
93,Andrea is not shot by Kate.,Kate does not shoot Andrea.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-DIS', 'O']",[ARG0: Kate] does [ARGM-NEG: not] [V: shoot] [ARGM-DIS: Andrea] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Andrea] is [ARGM-NEG: not] [V: shot] [ARG0: by Kate] .,ARG0,ARG0,True
94,Bruce is not shot by Andrea.,Andrea does not shoot Bruce.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Andrea] does [ARGM-NEG: not] [V: shoot] [ARG1: Bruce] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Bruce] is [ARGM-NEG: not] [V: shot] [ARG0: by Andrea] .,ARG0,ARG0,True
95,Kathy is not shot by Henry.,Henry does not shoot Kathy.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Henry] does [ARGM-NEG: not] [V: shoot] [ARG1: Kathy] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kathy] is [ARGM-NEG: not] [V: shot] [ARG0: by Henry] .,ARG0,ARG0,True
96,Ben is not shot by Judy.,Judy does not shoot Ben.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Judy] does [ARGM-NEG: not] [V: shoot] [ARG1: Ben] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ben] is [ARGM-NEG: not] [V: shot] [ARG0: by Judy] .,ARG0,ARG0,True
97,Leslie is not shot by Robin.,Robin does not shoot Leslie.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Robin] does [ARGM-NEG: not] [V: shoot] [ARG1: Leslie] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Leslie] is [ARGM-NEG: not] [V: shot] [ARG0: by Robin] .,ARG0,ARG0,True
98,Patricia is not shot by Julia.,Julia does not shoot Patricia.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Julia] does [ARGM-NEG: not] [V: shoot] [ARG1: Patricia] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Patricia] is [ARGM-NEG: not] [V: shot] [ARG0: by Julia] .,ARG0,ARG0,True
99,Eleanor is not shot by Roy.,Roy does not shoot Eleanor.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Roy] does [ARGM-NEG: not] [V: shoot] [ARG1: Eleanor] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Eleanor] is [ARGM-NEG: not] [V: shot] [ARG0: by Roy] .,ARG0,ARG0,True
