,0,active,tags_act,descr_act,tags_pass,descr_pass,first_tag_act,final_min_one_pass,arg0_match
83,Melissa is shot by Mark.,Mark shoots Melissa.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Mark] [V: shoots] [ARG1: Melissa] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Melissa] is [V: shot] [ARG0: by Mark] .,ARG0,ARG0,True
84,Julia is shot by Harriet.,Harriet shoots Julia.,[],[],"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Julia] is [V: shot] [ARG0: by Harriet] .,[],ARG0,False
85,Richard is shot by Andrea.,Andrea shoots Richard.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Andrea] [V: shoots] [ARG1: Richard] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Richard] is [V: shot] [ARG0: by Andrea] .,ARG0,ARG0,True
86,Grace is shot by Greg.,Greg shoots Grace.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Greg] [V: shoots] [ARG1: Grace] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Grace] is [V: shot] [ARG0: by Greg] .,ARG0,ARG0,True
87,Kate is shot by Frederick.,Frederick shoots Kate.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Frederick] [V: shoots] [ARG1: Kate] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kate] is [V: shot] [ARG0: by Frederick] .,ARG0,ARG0,True
88,Diane is shot by Melissa.,Melissa shoots Diane.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Melissa] [V: shoots] [ARG1: Diane] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Diane] is [V: shot] [ARG0: by Melissa] .,ARG0,ARG0,True
89,Kathy is shot by Roy.,Roy shoots Kathy.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Roy] [V: shoots] [ARG1: Kathy] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kathy] is [V: shot] [ARG0: by Roy] .,ARG0,ARG0,True
90,Colin is shot by Annie.,Annie shoots Colin.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Annie] [V: shoots] [ARG1: Colin] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Colin] is [V: shot] [ARG0: by Annie] .,ARG0,ARG0,True
91,Al is shot by Claire.,Claire shoots Al.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Claire] [V: shoots] [ARG1: Al] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Al] is [V: shot] [ARG0: by Claire] .,ARG0,ARG0,True
92,Jennifer is shot by Larry.,Larry shoots Jennifer.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Larry] [V: shoots] [ARG1: Jennifer] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Jennifer] is [V: shot] [ARG0: by Larry] .,ARG0,ARG0,True
93,Leslie is shot by Ed.,Ed shoots Leslie.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Ed] [V: shoots] [ARG1: Leslie] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Leslie] is [V: shot] [ARG0: by Ed] .,ARG0,ARG0,True
94,Victoria is shot by Kathryn.,Kathryn shoots Victoria.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Kathryn] [V: shoots] [ARG1: Victoria] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Victoria] is [V: shot] [ARG0: by Kathryn] .,ARG0,ARG0,True
95,Nicole is shot by Kevin.,Kevin shoots Nicole.,[],[],"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Nicole] is [V: shot] [ARG0: by Kevin] .,[],ARG0,False
96,Samuel is shot by William.,William shoots Samuel.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: William] [V: shoots] [ARG1: Samuel] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Samuel] is [V: shot] [ARG0: by William] .,ARG0,ARG0,True
97,Judy is shot by Ellen.,Ellen shoots Judy.,[],[],"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Judy] is [V: shot] [ARG0: by Ellen] .,[],ARG0,False
98,Steven is shot by Marie.,Marie shoots Steven.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Marie] [V: shoots] [ARG1: Steven] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Steven] is [V: shot] [ARG0: by Marie] .,ARG0,ARG0,True
99,Sophie is shot by Claire.,Claire shoots Sophie.,"['B-ARG0', 'B-V', 'B-ARG1', 'O']",[ARG0: Claire] [V: shoots] [ARG1: Sophie] .,"['B-ARG1', 'O', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Sophie] is [V: shot] [ARG0: by Claire] .,ARG0,ARG0,True
